korean_word,note,pos,english_word,translational_equivalence,korean_source1,korean_source2,english_source1,english_source2,cat3_korean,cat3_english,cat13_korean,cat13_english
기대,,noun,expectation,1,,,,,Positive,Neutral,갈망/그리움 (Desire/Longing),갈망/그리움 (Desire/Longing)
절묘하다,,adjective,exquisite,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
절묘함,,noun,exquisiteness,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
의기양양하다,,adjective,exultant,1,Park_Min_2005,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),기쁨 (Joy/Happiness)
환희,,noun,exultation,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
실패,,noun,failure,1,KOTE,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),슬픔/비탄 (Sadness/Grief)
아련하다,,adjective,faint,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),두려움/불안 (Fear/Anxiety)
까무러치다,,verb,faint,1,KOTE,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
실신,,noun,fainting,1,KOTE,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),두려움/불안 (Fear/Anxiety)
믿음,,noun,faith,1,KOTE,,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),존경/감탄 (Admiration/Gratitude)
반하다,,verb,fall for,1,Park_Min_2005,,,,Neutral,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
친근하다,,adjective,familiar,1,Rhee_Ko_2013,,,,Positive,Positive,사랑/애정 (Love/Affection),평온/안정 (Calm/Comfort)
열광하는,,adjective,fanatic,1,,,,,Positive,Negative,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
환상적이다,,adjective,fantastic,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
기막히다,,adjective,fantastic,1,Park_Min_2005,,,,Negative,Positive,놀라움/당황 (Surprise/Bewilderment),기쁨 (Joy/Happiness)
황당하다,,adjective,far-fetched,1,Park_Min_2005,,,,Negative,Neutral,놀라움/당황 (Surprise/Bewilderment),중립/인지 (Neutral/Cognitive)
매료된,,adjective,fascinated,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),존경/감탄 (Admiration/Gratitude)
신기함,,noun,fascination,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
매혹,,noun,fascination,1,Park_Min_2005,,,,Positive,Positive,사랑/애정 (Love/Affection),존경/감탄 (Admiration/Gratitude)
피곤함,,noun,fatigue,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
,호의를 베풀다,verb,favor,0,,,Baron-Cohen_2010,,,Positive,,존경/감탄 (Admiration/Gratitude)
선호하다,,verb,favor,1,,,Baron-Cohen_2010,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
지지하다,,verb,favor,1,,,Baron-Cohen_2010,,Neutral,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
호의,,noun,favor,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),존경/감탄 (Admiration/Gratitude)
무서움,,noun,fear,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
두려워하다,,verb,fear,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
겁내다,,verb,fear,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
공포,,noun,fear,1,Park_Min_2005,KOTE,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
무서워하다,,verb,fear,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
겁,,noun,fear,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
두려움,,noun,fear,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
공포스럽다,,adjective,fearful,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
황송하다,,adjective,fearful,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),두려움/불안 (Fear/Anxiety)
황공하다,,adjective,fearful,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),두려움/불안 (Fear/Anxiety)
황공함,,noun,fearfulness,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),두려움/불안 (Fear/Anxiety)
황송함,,noun,fearfulness,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),두려움/불안 (Fear/Anxiety)
느끼다,,verb,feel,1,Rhee_Ko_2013,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
든든함,,noun,feeling full,1,,,,,Positive,Neutral,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
소외감,,noun,feeling of alienation,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
소외감,,noun,feeling of being left out,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
고립감,,noun,feeling of isolation,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
상실감,,noun,feeling of loss,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
망연함,,noun,feeling of vacancy,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),슬픔/비탄 (Sadness/Grief)
열렬하다,,adjective,fervent,1,,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),갈망/그리움 (Desire/Longing)
충성,,noun,fidelity,1,KOTE,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),존경/감탄 (Admiration/Gratitude)
치열하다,,adjective,fierce,1,Rhee_Ko_2013,,,,Neutral,Negative,중립/인지 (Neutral/Cognitive),자부심/자신감 (Pride/Confidence)
괜찮다,,adjective,fine,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
화끈하다,,adjective,firing,1,Rhee_Ko_2013,,,,Positive,Neutral,기쁨 (Joy/Happiness),중립/인지 (Neutral/Cognitive)
기겁하는,,adjective,flabbergasted,1,,,,,Negative,Neutral,두려움/불안 (Fear/Anxiety),놀라움/당황 (Surprise/Bewilderment)
기막히다,,adjective,flabbergasted,1,,,,,Negative,Neutral,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
질겁하는,,adjective,flabbergasted,1,,,,,Negative,Neutral,두려움/불안 (Fear/Anxiety),놀라움/당황 (Surprise/Bewilderment)
기절초풍한,,adjective,flabbergasted,1,,,,,Negative,Neutral,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
기절초풍,,noun,flabberghast,1,,,,,Negative,Neutral,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
뿌듯하다,,adjective,flattered,1,,,Baron-Cohen_2010,,Positive,Positive,자부심/자신감 (Pride/Confidence),존경/감탄 (Admiration/Gratitude)
영광스럽다,,adjective,flattered,1,,,Baron-Cohen_2010,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
우쭐한,,adjective,flattered,1,,,Baron-Cohen_2010,,Negative,Positive,자부심/자신감 (Pride/Confidence),존경/감탄 (Admiration/Gratitude)
으쓱한,,adjective,flattered,1,,,Baron-Cohen_2010,,Negative,Positive,자부심/자신감 (Pride/Confidence),존경/감탄 (Admiration/Gratitude)
아첨,,noun,flattery,1,,,,,Negative,Positive,혐오/경멸 (Disgust/Contempt),존경/감탄 (Admiration/Gratitude)
싱겁다,,adjective,flavourless,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),혐오/경멸 (Disgust/Contempt)
싱거움,,noun,flavourlessness,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),혐오/경멸 (Disgust/Contempt)
울컥,,noun,flush,0,KOTE,,,,Negative,Neutral,슬픔/비탄 (Sadness/Grief),중립/인지 (Neutral/Cognitive)
당황,,noun,fluster,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
당황한,,adjective,flustered,1,,,Morgan_Heise_1988,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),놀라움/당황 (Surprise/Bewilderment)
설레다,also: feel butterflies in one's stomach,verb,flutter,1,Park_Min_2005,,,,Positive,Neutral,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
떨림,also: feel butterflies in one's stomach,noun,flutter,1,,,,,Negative,Neutral,두려움/불안 (Fear/Anxiety),중립/인지 (Neutral/Cognitive)
떨리다,,verb,flutter,1,,,,,Negative,Neutral,두려움/불안 (Fear/Anxiety),중립/인지 (Neutral/Cognitive)
간질간질하다,,adjective,fluttering,1,,,,,Positive,Neutral,기쁨 (Joy/Happiness),중립/인지 (Neutral/Cognitive)
설레는,,adjective,fluttering,1,Park_Min_2005,,,,Positive,Neutral,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
주목,,noun,focus,1,,,,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
집중한,,adjective,focused,1,,,Baron-Cohen_2010,,Neutral,Neutral,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
애정하는,fond (of),adjective,fond,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
좋아하는,fond (of),adjective,fond,1,,,Baron-Cohen_2010,,Positive,Positive,기쁨 (Joy/Happiness),사랑/애정 (Love/Affection)
바보,,noun,fool,1,,,,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
어리석은,,adjective,foolish,1,,,Baron-Cohen_2010,,Negative,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
험악한,,adjective,forbidding,1,,,Baron-Cohen_2010,,Negative,Negative,혐오/경멸 (Disgust/Contempt),두려움/불안 (Fear/Anxiety)
금지하는,,adjective,forbidding,1,,,Baron-Cohen_2010,,Negative,Negative,중립/인지 (Neutral/Cognitive),두려움/불안 (Fear/Anxiety)
강력한,,adjective,forceful,1,,,Baron-Cohen_2010,,Positive,Negative,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
단호한,,adjective,forceful,1,,,Baron-Cohen_2010,,Neutral,Negative,자부심/자신감 (Pride/Confidence),자부심/자신감 (Pride/Confidence)
용서하다,,verb,forgive,1,Rhee_Ko_2013,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
용서,,noun,forgiveness,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
용서하는,,adjective,forgiving,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
허망하다,,adjective,forlorn,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
허망함,,noun,forlornness,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
향기,,noun,fragrance,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),사랑/애정 (Love/Affection)
향기롭다,,adjective,fragrant,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),사랑/애정 (Love/Affection)
연약하다,,adjective,frail,1,Rhee_Ko_2013,,,,Neutral,Negative,중립/인지 (Neutral/Cognitive),중립/인지 (Neutral/Cognitive)
열광하는,,adjective,frantic,1,,,,,Positive,Negative,자부심/자신감 (Pride/Confidence),두려움/불안 (Fear/Anxiety)
자유롭다,,adjective,free,1,Rhee_Ko_2013,,,,Positive,Positive,자부심/자신감 (Pride/Confidence),기쁨 (Joy/Happiness)
싱싱하다,,adjective,fresh,1,Rhee_Ko_2013,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
조바심,,noun,fret,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
속태우다,,verb,fret,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),두려움/불안 (Fear/Anxiety)
초조,,noun,fret,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
조바심내는,,adjective,fretful,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
초조하다,,adjective,fretted,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
친구,,noun,friend,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
친절하다,,adjective,friendly,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
겁,,noun,fright,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
질림,,noun,fright,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),두려움/불안 (Fear/Anxiety)
질린,,adjective,frightened,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),두려움/불안 (Fear/Anxiety)
송연하다,,adjective,frightening,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
무섭다,,adjective,frightening,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
섬뜩하다,,adjective,frightening,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),두려움/불안 (Fear/Anxiety)
좌절하는,,adjective,frustrated,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),분노/짜증 (Anger/Irritation)
좌절,,noun,frustration,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),분노/짜증 (Anger/Irritation)
든든하다,,adjective,full,1,,,,,Positive,Neutral,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
설렘,,noun,fultter,1,,,,,Positive,Neutral,자부심/자신감 (Pride/Confidence),중립/인지 (Neutral/Cognitive)
격분,,noun,fume,1,KOTE,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
격노,,noun,fume,1,KOTE,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
재미있다,,adjective,fun,1,Park_Min_2005,KOTE,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
재미,,noun,fun,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
웃기다,,adjective,funny,1,Rhee_Ko_2013,,,,Neutral,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
우습다,,adjective,funny,1,Park_Min_2005,KOTE,,,Neutral,Positive,중립/인지 (Neutral/Cognitive),기쁨 (Joy/Happiness)
역정내는,,adjective,furious,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분노한,,adjective,furious,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
노발대발하는,,adjective,furious,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
분통,,noun,fury,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
울분,,noun,fury,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),분노/짜증 (Anger/Irritation)
분,,noun,fury,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
노발대발,,noun,fury,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
안달,,noun,fuss,1,,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),분노/짜증 (Anger/Irritation)
유쾌,,noun,gaiety,1,,,Storm_Storm_1987,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
흥겨움,,noun,gaiety,1,,,Storm_Storm_1987,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
수척하다,,adjective,gaunt,1,KOTE,,,,Neutral,Negative,슬픔/비탄 (Sadness/Grief),중립/인지 (Neutral/Cognitive)
너그러움,,noun,generosity,1,,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
너그럽다,,adjective,generous,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
온화하다,,adjective,gentle,1,,,Baron-Cohen_2010,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
진실되다,,adjective,genuine,1,Rhee_Ko_2013,,,,Neutral,Positive,평온/안정 (Calm/Comfort),사랑/애정 (Love/Affection)
아찔함,,noun,giddiness,1,,,,,Negative,Positive,두려움/불안 (Fear/Anxiety),기쁨 (Joy/Happiness)
아찔하다,,adjective,giddy,1,Park_Min_2005,,,,Negative,Positive,두려움/불안 (Fear/Anxiety),기쁨 (Joy/Happiness)
베풀다,,verb,give,1,KOTE,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
,"Eng-Kor dictionary has emotive translation, but english dictionary doesn't",adjective,giving,0,,,Baron-Cohen_2010,,,Positive,,사랑/애정 (Love/Affection)
기쁘다,,adjective,glad,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
기껍다,,adjective,glad,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
신남,,noun,glee,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
음울함,,noun,gloom,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
우수,,noun,gloom,1,Park_Min_2005,,,,Neutral,Negative,중립/인지 (Neutral/Cognitive),슬픔/비탄 (Sadness/Grief)
우울,,noun,gloom,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
침울함,,noun,gloominess,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
꿀꿀함,,noun,gloominess,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
쓸쓸함,,noun,gloominess,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
암담함,,noun,gloominess,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
암울함,,noun,gloominess,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
쓸쓸하다,,adjective,gloomy,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
암담하다,,adjective,gloomy,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
꿀꿀하다,,adjective,gloomy,1,Rhee_Ko_2013,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
침울하다,,adjective,gloomy,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
암울하다,,adjective,gloomy,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
음울하다,,adjective,gloomy,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
우울하다,,adjective,gloomy,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
숭상,,noun,glorification,1,KOTE,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),기쁨 (Joy/Happiness)
숭상하다,,verb,glorify,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),기쁨 (Joy/Happiness)
숭상하는,,adjective,glorifying,1,,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),기쁨 (Joy/Happiness)
영광스럽다,,adjective,glorious,1,Park_Min_2005,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),기쁨 (Joy/Happiness)
영예롭다,,adjective,glorious,1,Park_Min_2005,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),기쁨 (Joy/Happiness)
시무룩함,,noun,glum,1,,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
시무룩하다,,adjective,glum,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
좋다,,adjective,good,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
좋음,,noun,goodness,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
호의,,noun,goodwill,1,KOTE,,,,Positive,Positive,사랑/애정 (Love/Affection),사랑/애정 (Love/Affection)
은혜,,noun,grace,1,KOTE,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),사랑/애정 (Love/Affection)
은총,,noun,grace,1,KOTE,,,,Positive,Positive,존경/감탄 (Admiration/Gratitude),사랑/애정 (Love/Affection)
감사하다,,adjective,grateful,1,,,Baron-Cohen_2010,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
감사하는,,adjective,grateful,1,,,Baron-Cohen_2010,,Positive,Positive,존경/감탄 (Admiration/Gratitude),존경/감탄 (Admiration/Gratitude)
침통하다,,adjective,grave,1,Park_Min_2005,,,,Negative,Neutral,슬픔/비탄 (Sadness/Grief),중립/인지 (Neutral/Cognitive)
대단하다,,adjective,great,1,Rhee_Ko_2013,KOTE,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
대단함,,noun,greatness,1,,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
탐욕,,noun,greed,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),중립/인지 (Neutral/Cognitive)
욕심,,noun,greed,1,,,,,Negative,Negative,갈망/그리움 (Desire/Longing),중립/인지 (Neutral/Cognitive)
비애,,noun,grief,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
비탄,,noun,grief,1,KOTE,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애통하다,,adjective,grief-stricken,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애도하다,,verb,grieve,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
암울하다,,adjective,grim,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
흥미진진하다,,adjective,gripping,1,Park_Min_2005,,,,Positive,Neutral,기쁨 (Joy/Happiness),존경/감탄 (Admiration/Gratitude)
,불평이 많은 사람,noun,grouch,0,,,,,,Negative,,분노/짜증 (Anger/Irritation)
불평,,noun,grouch,1,,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
투덜대는,,adjective,grouchy,1,,,Baron-Cohen_2010,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
원한,,noun,grudge,1,Park_Min_2005,,,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
끔찍하다,,adjective,gruesome,1,Park_Min_2005,,,,Negative,Negative,두려움/불안 (Fear/Anxiety),혐오/경멸 (Disgust/Contempt)
,성격이 나쁜 사람,noun,grump,0,,,,,,Negative,,분노/짜증 (Anger/Irritation)
심술궂은,,adjective,grumpy,1,,,Baron-Cohen_2010,,Negative,Negative,분노/짜증 (Anger/Irritation),분노/짜증 (Anger/Irritation)
죄의식,,noun,guilt,1,Park_Min_2005,KOTE,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
죄스러움,,noun,guiltiness,1,,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
찔리는,,noun,guiltiness,1,,,,,Negative,Negative,놀라움/당황 (Surprise/Bewilderment),수치/죄책감 (Shame/Guilt)
죄스럽다,,adjective,guilty,1,Park_Min_2005,,,,Negative,Negative,수치/죄책감 (Shame/Guilt),수치/죄책감 (Shame/Guilt)
진부하다,,adjective,hackneyed,1,Park_Min_2005,,,,Negative,Neutral,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
행복,,noun,happiness,1,KOTE,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
행복하다,,adjective,happy,1,Park_Min_2005,,,,Positive,Positive,기쁨 (Joy/Happiness),기쁨 (Joy/Happiness)
힘들다,,adjective,hard,1,Rhee_Ko_2013,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
가혹하다,,adjective,harsh,1,Rhee_Ko_2013,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
가혹함,,noun,harshness,1,,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),혐오/경멸 (Disgust/Contempt)
,번거로운/귀찮은 상황/일,noun,hassle,0,,,,,,Negative,,분노/짜증 (Anger/Irritation)
시달리는,,adjective,hassled,1,,,Baron-Cohen_2010,,Negative,Negative,슬픔/비탄 (Sadness/Grief),분노/짜증 (Anger/Irritation)
혐오하다,,verb,hate,1,Park_Min_2005,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),분노/짜증 (Anger/Irritation)
혐오,,noun,hate,1,KOTE,,,,Negative,Negative,혐오/경멸 (Disgust/Contempt),분노/짜증 (Anger/Irritation)
혐오,,noun,hatred,1,,,Storm_Storm_1987,,Negative,Negative,혐오/경멸 (Disgust/Contempt),분노/짜증 (Anger/Irritation)
속병,,noun,heartache,1,,,Baron-Cohen_2010,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애닯다,,adjective,heartbreaking,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애달프다,,adjective,heartbreaking,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
애통하다,,adjective,heartbreaking,1,Park_Min_2005,,,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
비통하다,,adjective,heartbroken,1,,,Baron-Cohen_2010,,Negative,Negative,슬픔/비탄 (Sadness/Grief),슬픔/비탄 (Sadness/Grief)
